Word/Phrase,TF-IDF_Average,Primary_Sentiment,Sentiment_Coefficient,negative_coef,neutral_coef,positive_coef
about,0.009290934429133544,neutral,-0.36344773021844384,0.17656605790922936,-0.36344773021844384,0.1868816723092158
really,0.00926428750760772,neutral,0.7605148210236551,-0.6126644282428773,0.7605148210236551,-0.14785039278077966
store,0.009186837781108194,neutral,-0.3410295559483619,0.3185365664501738,-0.3410295559483619,0.022492989498185928
by,0.009116712894779016,neutral,-0.4402424948752352,0.13359664871412635,-0.4402424948752352,0.30664584616110946
do,0.009114439224791444,negative,0.4476766145793946,0.4476766145793946,-0.2798905561305508,-0.16778605844884573
to the,0.009075717542967954,positive,-0.1864016519118188,0.10486826209161414,0.08153338982020611,-0.1864016519118188
work,0.00901569139873086,positive,1.2854486307548618,-0.633872369464479,-0.651576261290382,1.2854486307548618
made,0.008809798480103572,positive,0.9902664786761662,-0.3795626052146067,-0.6107038734615587,0.9902664786761662
it was,0.008784687989615467,positive,0.3845975466024879,-0.34353918704126,-0.04105835956122397,0.3845975466024879
customer,0.008706523977666773,negative,1.1653806435123204,1.1653806435123204,-0.8936020624474674,-0.2717785810648551
more,0.008613888272784032,neutral,0.3694585032200959,-0.07535004297574895,0.3694585032200959,-0.2941084602443428
to get,0.008611501134248955,negative,0.27859125600843593,0.27859125600843593,-0.10786942794455028,-0.17072182806388367
will,0.008605112244699694,neutral,-0.5056205662019664,0.3341644456587625,-0.5056205662019664,0.1714561205431998
back,0.008451401375670246,negative,0.8206956491673019,0.8206956491673019,-0.7035538262003218,-0.11714182296697606
would,0.008383445788935344,positive,-0.9215616281699341,0.3194354501727617,0.6021261779971709,-0.9215616281699341
busy,0.008266756236227336,negative,-1.3275143993080292,-1.3275143993080292,0.6597180377254187,0.6677963615826096
parking,0.00824214757640403,negative,-0.86266100203459,-0.86266100203459,0.32604310275323334,0.5366178992813545
them,0.008189664202067768,positive,-0.4488366878141341,0.19795572609478768,0.2508809617193484,-0.4488366878141341
on the,0.008069965115917998,neutral,0.2815819605346059,-0.2535911250980731,0.2815819605346059,-0.027990835436532746
wait,0.00799067824592205,positive,-0.5856895350917656,0.5673841798240565,0.018305355267708455,-0.5856895350917656
if you,0.007904024640415865,neutral,0.6518626887783999,-0.15752497101718205,0.6518626887783999,-0.49433771776121543
day,0.007880679756642917,positive,0.6782032455588497,-0.3683195528091872,-0.309883692749661,0.6782032455588497
they are,0.00787608437840652,neutral,-0.5223059123578335,0.47402132874237657,-0.5223059123578335,0.048284583615457455
know,0.007874493855363667,positive,0.3597962803827641,-0.10928369760058501,-0.25051258278218136,0.3597962803827641
inside,0.007843977808642684,neutral,0.3419342943744641,-0.32732944791257046,0.3419342943744641,-0.014604846461892635
than,0.007842026557314129,negative,-0.6105445758508217,-0.6105445758508217,0.28594816575960985,0.32459641009121154
some,0.007835470552318502,negative,-0.529864957305046,-0.529864957305046,0.06819527582475582,0.4616696814802899
my drink,0.007802011330335273,neutral,0.22488871929153342,-0.029406950136052396,0.22488871929153342,-0.19548176915548043
long,0.007793079006833683,neutral,-0.3292361733108753,0.0384458910847411,-0.3292361733108753,0.2907902822261315
to be,0.007790115216285823,positive,-0.6737070040288704,0.28718793934778714,0.38651906468108327,-0.6737070040288704
ever,0.007785132492984524,neutral,-1.2668211570147834,1.2487105236598934,-1.2668211570147834,0.018110633354891922
come,0.007762413959734734,negative,0.29797048039510676,0.29797048039510676,-0.2860727118512898,-0.011897768543815086
right,0.007748084240971655,positive,0.5506664727045273,-0.37180508244791016,-0.17886139025661432,0.5506664727045273
employees,0.007734575341825299,negative,0.9989818603529537,0.9989818603529537,-0.7508499142452779,-0.248131946107681
times,0.007656631978925778,positive,-0.5303632708673949,0.46183422501837873,0.0685290458490144,-0.5303632708673949
morning,0.007644501415584906,positive,0.486260108479058,-0.3509292431308599,-0.1353308653482006,0.486260108479058
every,0.007573471571923361,neutral,-0.6353448268388291,0.06720529556241242,-0.6353448268388291,0.5681395312764151
baristas,0.007560984820050631,positive,0.8294702410421179,-0.5267146329818817,-0.30275560806023905,0.8294702410421179
got,0.007558631010955244,positive,-0.5034793911970219,0.26111775468997883,0.2423616365070376,-0.5034793911970219
way,0.007555907556637591,positive,0.0839565033281669,-0.026221509888649876,-0.057734993439515964,0.0839565033281669
which,0.007529724865133709,negative,-0.719307797501064,-0.719307797501064,0.6195283372933044,0.0997794602077582
ordered,0.007456384134465025,positive,-0.8940856254878247,0.8509163556612795,0.04316926982654763,-0.8940856254878247
too,0.0074355444777116225,neutral,0.3995969006803958,-0.007759300018950582,0.3995969006803958,-0.39183760066144674
my order,0.0073930788050309846,neutral,-0.6837125000085202,0.46311198954006505,-0.6837125000085202,0.22060051046845766
also,0.007365784373822496,positive,0.5607360210474348,-0.036624196836555156,-0.5241118242108814,0.5607360210474348
it is,0.007282136117479107,neutral,0.45116428393432545,-0.227631452795965,0.45116428393432545,-0.2235328311383577
seating,0.007277369231425881,negative,-1.6045720991741292,-1.6045720991741292,0.3430149481111358,1.2615571510629906
